university,program,decision,term,citizenship,gpa_raw,gre_total,institution_clean
Yale University,Computer Science Masters,Rejected,F12,International,3.46,800.0,yale university
Princeton University,Computer Science Masters,Rejected,F12,International,3.66,790.0,princeton university
Princeton University,Computer Science Masters,Rejected,F12,American,3.9,161.0,princeton university
Princeton University,Computer Science Masters,Rejected,F12,International,3.75,800.0,princeton university
Carnegie Mellon University,Computer Science Masters,Rejected,F12,International,3.3,800.0,carnegie mellon university
Carnegie Mellon University,Computer Science Masters,Rejected,F12,International,3.4,162.0,carnegie mellon university
Carnegie Mellon University,Computer Science Masters,Rejected,F12,International,3.8,770.0,carnegie mellon university
Carnegie Mellon University,Computer Science Masters,Rejected,F12,International,3.75,800.0,carnegie mellon university
University Of Waterloo,Computer Science Masters,Rejected,F12,International,3.4,760.0,university of waterloo
ETH Zurich,Computer Science Masters,Rejected,F12,International,3.8,800.0,eth zurich
Northeastern University,Computer Science Masters,Rejected,F12,International,3.2,790.0,northeastern university
Clemson University,Computer Science Masters,Rejected,F12,International,3.38,410.0,clemson university
The University Of Virginia (UVA),Computer Science Masters,Rejected,F12,International,2.9,720.0,the university of virginia uva
Rutgers (State University Of New Jersey) New Brunswick,Computer Science Masters,Rejected,F11,International,3.5,800.0,rutgers state university of new jersey new brunswick
University Of Southern California (USC),Computer Science Masters,Rejected,F11,International,3.5,800.0,university of southern california usc
Simon Fraser University (SFU),Computer Science Masters,Rejected,F11,International,3.9,740.0,simon fraser university sfu
University Of Western Ontario (UWO),Computer Science Masters,Rejected,F11,International,3.55,750.0,university of western ontario uwo
Northeastern University,Computer Science Masters,Rejected,F11,International,2.87,620.0,northeastern university
Queens University (Ontario),Computer Science Masters,Rejected,F11,International,3.55,800.0,queens university ontario
Simon Fraser University (SFU),Computer Science Masters,Rejected,F11,International,3.53,790.0,simon fraser university sfu
University Of Waterloo,Computer Science Masters,Rejected,F11,International,3.6,800.0,university of waterloo
University Of Saskatchewan,Computer Science Masters,Rejected,F11,International,3.97,800.0,university of saskatchewan
OSU,Computer Science Masters,Rejected,F11,International,3.12,800.0,osu
"University Of Minnesota, Twin Cities (UMN)",Computer Science Masters,Rejected,F11,International,3.6,800.0,university of minnesota twin cities umn
"University Of Florida, Gainesville (UFL)",Computer Science Masters,Rejected,F11,International,3.6,800.0,university of florida gainesville ufl
Georgia Institute of Technology,Computer Science Masters,Rejected,F11,International,3.6,800.0,georgia institute of technology
U Michigan,Computer Science & Engineering (CSE) Masters,Rejected,F11,International,3.2,800.0,u michigan
Rice Universiry,Computer Science Masters,Rejected,F11,International,3.0,780.0,rice universiry
Rensselaer Polytechnic Institute (RPI),Computer Science Masters,Rejected,F11,International,3.12,550.0,rensselaer polytechnic institute rpi
Georgia Institute of Technology,Computer Science Masters,Rejected,F11,International,3.77,770.0,georgia institute of technology
Cornell University,Computer Science Masters,Rejected,F11,International,3.1,780.0,cornell university
University Of British Columbia (UBC),Computer Science Masters,Rejected,F11,International,3.52,790.0,university of british columbia ubc
Penn State Univ.(PSU) University Park,Computer Science Masters,Rejected,F11,International,3.0,710.0,penn state univpsu university park
University Of Columbia (FFSEAS),Computer Science Masters,Rejected,F11,International,3.0,710.0,university of columbia ffseas
Yale Graduate School Of Arts And Sciences,Computer Science Masters,Rejected,F11,International,3.0,710.0,yale graduate school of arts and sciences
University of California (UCSC),Computer Science Masters,Rejected,F11,International,3.0,710.0,university of california ucsc
North Carolina Sate University (NCSU),Computer Science Masters,Rejected,F11,International,3.0,710.0,north carolina sate university ncsu
University of California (UCSB),Computer Science Masters,Rejected,F11,International,3.0,710.0,university of california ucsb
University of California,Computer Science Masters,Rejected,F11,International,3.0,710.0,university of california
The University Of Virginia (UVA),Computer Science Masters,Rejected,F11,International,3.0,710.0,the university of virginia uva
Calgary,Computer Science Masters,Rejected,F11,International,3.2,800.0,calgary
University Of California - Los Angeles (UCLA),Computer Science Masters,Rejected,F11,International,3.92,800.0,university of california los angeles ucla
Purdue University,Computer Science Masters,Rejected,F11,International,3.97,400.0,purdue university
Purdue University,Computer Science Masters,Rejected,F11,International,3.77,770.0,purdue university
"University Of Californa, Los Angeles (UCLA)",Computer Science Masters,Rejected,F11,International,3.77,770.0,university of californa los angeles ucla
"Universtiry Of California, San Diego",Computer Science Masters,Rejected,F11,International,3.8,790.0,universtiry of california san diego
University Of Toronto,Computer Science Masters,Rejected,F11,International,3.9,800.0,university of toronto
SUNY Stony Brook,Computer Science and Engineering Masters,Rejected,F11,International,3.3,750.0,suny stony brook
"University Of California, San Diego (UCSD)",Computer Science and Engineering Masters,Rejected,S11,International,3.1,580.0,university of california san diego ucsd
University of California,Computer Science Masters,Rejected,F11,International,3.77,770.0,university of california
Duke University,Computer Science Masters,Rejected,F11,International,3.4,800.0,duke university
University of California,Computer Science Masters,Rejected,F11,American,3.63,660.0,university of california
"University Of Californa, Los Angeles (UCLA)",Computer Science Masters,Rejected,F11,International,3.4,800.0,university of californa los angeles ucla
University If Toronto,Computer Science Masters,Rejected,F11,International,3.7,770.0,university if toronto
"University Of Californa, Los Angeles (UCLA)",Computer Science Masters,Rejected,F11,International,3.6,800.0,university of californa los angeles ucla
"University Of Californa, Los Angeles (UCLA)",Computer Science Masters,Rejected,F11,International,3.6,800.0,university of californa los angeles ucla
University of California (UCSB),Computer Science Masters,Rejected,F11,International,3.66,800.0,university of california ucsb
Georgia Institute Of Technology,Computer Science Masters,Rejected,F11,International,3.9,800.0,georgia institute of technology
Georgia Institute Of Technology,Computer Science Masters,Rejected,F11,International,3.2,770.0,georgia institute of technology
University Of Wisconsin -Madison,Computer Science Masters,Rejected,F11,International,3.6,800.0,university of wisconsin madison
Stanford University,Computer Science Masters,Rejected,F11,International,3.95,790.0,stanford university
Stony Brook University,Computer Science Masters,Rejected,F11,International,3.98,740.0,stony brook university
Columbia FFSEAS,Computer Science Masters,Rejected,F11,International,3.72,750.0,columbia ffseas
Stanford University,Computer Science Masters,Rejected,F11,International,3.77,770.0,stanford university
Stanford University,"Computer Science (CS), MS Masters",Rejected,F11,International,3.7,800.0,stanford university
Stanford University,Computer Science Masters,Rejected,F11,American,3.71,770.0,stanford university
Stanford University,Computer Scienced Computer Science Masters,Rejected,F11,International,3.7,470.0,stanford university
Stanford University,Computer Science Masters,Rejected,S11,American,3.3,740.0,stanford university
Stanford University,Computer Science Masters,Rejected,F11,International,3.67,800.0,stanford university
Stanford University,Computer Science Masters,Rejected,F11,International,3.92,700.0,stanford university
Stanford University,Computer Science Masters,Rejected,F11,American,3.9,800.0,stanford university
Penn State Univ.(PSU) University Park,Computer Science Masters,Rejected,F11,International,3.77,770.0,penn state univpsu university park
University Of Toronto,Computer Science Masters,Rejected,F11,International,3.52,790.0,university of toronto
University Of Toronto,Computer Science Masters,Rejected,F11,International,3.8,790.0,university of toronto
