university,program,decision,term,citizenship,gpa_raw,gre_total
George Washington University,Computer Science Masters,Rejected,F16,American,3.44,158.0
University of Illinois Urbana-Champaign,Computer Science Masters,Rejected,F15,International,3.7,168.0
University of Massachusetts Amherst,Computer Science Masters,Rejected,F15,International,3.35,170.0
University of Toronto,Computer Science Masters,Rejected,F16,International,3.8,170.0
Princeton University,Computer Science Masters,Rejected,F15,International,3.91,166.0
Michigan Technological University,Computer Science Masters,Rejected,F15,International,2.8,164.0
Stanford University,Computer Science Masters,Rejected,F17,American,2.93,159.0
University of Maryland Global Campus,Computer Science Masters,Rejected,F18,American,3.14,165.0
University of Wisconsin,Computer Science Masters,Rejected,F16,International,3.48,167.0
Park University,Computer Science Masters,Rejected,F15,International,3.91,166.0
University of Toronto,Computer Science Masters,Rejected,F15,International,3.6,164.0
University of Southern California,Computer Science Masters,Rejected,F19,International,3.3,164.0
"University Of Maryland, College Park (UMD)",Computer Science Masters,Rejected,F19,American,3.84,170.0
Princeton University,Computer Science Masters,Rejected,F15,American,3.6,168.0
University of California,Computer Science Masters,Rejected,F15,International,3.6,164.0
University of Michigan,Computer Science Masters,Rejected,F17,American,3.84,169.0
University of California (UCLA),Computer Science Masters,Rejected,F16,International,3.52,168.0
Washington University in St. Louis,Computer Science Masters,Rejected,F18,American,3.16,157.0
University of Waterloo,Computer Science Masters,Rejected,F19,International,3.32,164.0
Carnegie Mellon University,Computer Science Masters,Rejected,F17,American,3.65,162.0
Carnegie Mellon University,Computer Science Masters,Rejected,F18,International,3.73,147.0
Carnegie Mellon University,Computer Science Masters,Rejected,F19,International,3.73,170.0
Princeton University,Computer Science Masters,Rejected,F15,International,3.78,157.0
North Carolina State University,Computer Science Masters,Rejected,F19,International,3.32,165.0
Carnegie Mellon University,Computer Science Masters,Rejected,F15,American,3.6,168.0
Carnegie Mellon University,"Computer Science Language Technologies Institute, Masters In Intelligent Information Systems Masters",Rejected,F18,International,3.4,165.0
Berkeley College,Computer Science Masters,Rejected,F17,International,3.93,168.0
Carnegie Mellon University,Computer Science MIIS Masters,Rejected,F16,International,3.7,167.0
University of California (UCSB),Computer Science Masters,Rejected,F16,International,2.9,145.0
Yale University,Computer Science Masters,Rejected,F17,American,3.4,165.0
Carnegie Mellon University,Computer Science Masters,Rejected,F17,International,3.93,168.0
Stanford University,Computer Science Masters,Rejected,F19,American,3.7,166.0
University of Waterloo,Computer Science - Data Science Masters,Rejected,F18,International,3.2,156.0
University of Waterloo,Computer Science Masters,Rejected,F16,International,3.2,168.0
Columbia College,Computer Science Masters,Rejected,F15,International,3.27,164.0
University of Massachusetts,Computer Science Masters,Rejected,F15,International,3.75,167.0
Columbia University,Computer Science Masters,Rejected,F18,International,3.5,150.0
University of California (UCLA),Computer Science Masters,Rejected,F18,International,3.54,154.0
University of Southern California,Computer Science Masters,Rejected,Spring 2019,International,3.37,161.0
Carnegie Mellon University,Computer Science Masters,Rejected,F15,International,3.78,162.0
Carnegie Mellon University,Computer Science Masters,Rejected,F19,International,3.5,170.0
ETH Zurich,Computer Science Masters,Rejected,F18,International,3.53,169.0
Carnegie Mellon University,Computer Science Masters,Rejected,F17,International,3.7,170.0
"TAMU, College Station",Computer Science and Engineering Masters,Rejected,F15,International,3.62,161.0
Carnegie Mellon University,Computer Science Masters,Rejected,F16,International,3.9,170.0
Berkeley College,Computer Science Masters,Rejected,F15,American,3.85,163.0
Stanford University,Computer Science Masters,Rejected,F15,International,3.8,167.0
University of Texas at Austin,Computer Science Masters,Rejected,F19,International,3.5,168.0
Park University,Computer Science Masters,Rejected,F19,International,3.3,167.0
Stanford University,Computer Science Masters,Rejected,F16,International,3.91,160.0
University of California (UCSC),Computer Science Masters,Rejected,F18,International,3.75,162.0
"University of California, Irvine",Computer Science Masters,Rejected,F15,International,3.48,168.0
Carnegie Mellon University,Computer Science MCDS Masters,Rejected,F16,International,3.44,159.0
University of Toronto,Computer Science (MScAC) Masters,Rejected,F19,International,3.78,169.0
Stanford University,Computer Science Masters,Rejected,F15,International,3.5,170.0
"University of California, Irvine",Computer Science MS Masters,Rejected,F17,International,3.6,161.0
Illinois State University,Computer Science Masters,Rejected,F19,International,3.1,167.0
The University of British Columbia,Computer Science Masters,Rejected,F17,International,3.7,168.0
Boston University,Computer Science Masters,Rejected,F19,American,3.42,162.0
University of Illinois Urbana-Champaign,Computer Science Masters,Rejected,F15,International,3.86,165.0
University of California,Computer Science Masters,Rejected,F19,International,3.73,170.0
University of San Diego,Computer Science Masters,Rejected,F15,International,3.5,165.0
University of California,Computer Science Masters,Rejected,F16,International,3.5,167.0
TAMU College Station,Computer Science Masters,Rejected,F15,International,3.48,168.0
Stanford University,Computer Science Masters,Rejected,F19,International,3.72,170.0
University of California,Computer Science Masters,Rejected,F15,International,3.88,163.0
Georgia Institute of Technology,Computer Science Masters,Rejected,F16,International,3.75,170.0
Penn State University,Computer Science & Engineering (CSE) Masters,Rejected,F17,International,3.12,169.0
Ithaca College,Computer Science Masters,Rejected,F19,American,3.62,170.0
University of Wisconsin,Computer Science Masters,Rejected,F20,International,3.9,167.0
Park University,Computer Science Masters,Rejected,F15,International,3.86,165.0
Columbia College,Computer Science Masters,Rejected,F15,International,3.95,170.0
Columbia College,Computer Science Masters,Rejected,F15,International,3.2,170.0
Georgia Institute of Technology,Computer Science Masters,Rejected,F19,International,3.66,168.0
Brown University,Computer Science Masters,Rejected,F15,International,3.88,168.0
Stanford University,Computer Science Masters,Rejected,F16,International,3.94,166.0
University of Chicago,Computer Science Masters,Rejected,F16,International,3.45,162.0
University of Chicago,Computer Science Masters,Rejected,F15,International,3.2,170.0
University of Alberta,Computer Science Masters,Rejected,F17,International,3.8,157.0
University of California,Computer Science Masters,Rejected,F18,International,3.7,169.0
Carnegie Mellon University,Computer Science Masters,Rejected,F19,International,3.8,164.0
Carnegie Mellon University,Computer Science Masters,Rejected,F20,International,3.97,170.0
University of Illinois Urbana-Champaign,Computer Science MCS Masters,Rejected,F15,International,3.8,168.0
University of Wisconsin,Computer Science Masters,Rejected,F17,International,3.46,161.0
The University of British Columbia,Computer Science Masters,Rejected,F19,International,3.4,166.0
Worcester Polytechnic Institute,Computer Science Masters,Rejected,F19,American,3.2,150.0
University of Texas at Austin,Computer Science Masters,Rejected,F20,International,3.95,168.0
University of California,Computer Science Masters,Rejected,F15,International,3.62,162.0
UC Berkeley (UCB),Computer Science Masters,Rejected,F18,International,3.6,170.0
Georgia Institute of Technology,Computer Science Masters,Rejected,F19,International,4.0,170.0
Gatech,Computer Science Masters,Rejected,F15,International,3.7,169.0
Illinois Institute of Technology,Computer Science Masters,Rejected,F15,International,3.2,170.0
Concordia University,Computer Science Masters,Rejected,F15,American,3.83,160.0
Georgia Institute of Technology,Computer Science Masters,Rejected,F19,International,3.93,169.0
Harvard University,Computer Science (S.M.) Masters,Rejected,F16,International,3.9,170.0
McGill University,Computer Science Masters,Rejected,F16,International,3.64,167.0
UW-Madison,Computer Science Masters,Rejected,F15,International,3.7,170.0
Georgia Institute of Technology,Computer Science Masters,Rejected,F19,International,3.95,165.0
CMU LTI MLT,Computer Science Masters,Rejected,F15,International,3.5,152.0
UC Berkeley (UCB),Computer Science Masters,Rejected,F18,International,3.84,165.0
University of California,Computer Science Masters,Rejected,F17,International,4.0,170.0
TAMU,Computer Science Masters,Rejected,F15,International,3.7,162.0
University of California (UCSC),Computer Science Masters,Rejected,F15,International,3.0,153.0
University of Waterloo,Computer Science Masters,Rejected,F16,International,3.51,164.0
North Carolina State University,Computer Science Masters,Rejected,F20,International,3.5,165.0
University of Massachusetts Amherst,Computer Science Masters,Rejected,F16,International,3.5,170.0
University of California,Computer Science Masters,Rejected,F17,International,4.0,170.0
Technical University Of Munich (TUM),Computer Science Masters,Rejected,F19,International,3.75,169.0
Stanford University,Computer Science Masters,Rejected,F15,International,3.97,168.0
Stony Brook University,Computer Science Masters,Rejected,F15,International,3.5,162.0
University of California,Computer Science Masters,Rejected,F15,International,3.8,165.0
EPFL ( Ã‰cole Polytechnique FÃ©dÃ©rale De Lausanne),Computer Science Masters,Rejected,F16,International,3.31,162.0
University of Texas at Austin,"Computer Science, Mathematics And Engineering Masters",Rejected,F14,International,3.8,159.0
University of Maryland,Computer Science Masters,Rejected,F16,American,3.1,148.0
University of California,Computer Science Masters,Rejected,F19,International,3.76,169.0
University of California (UCLA),Computer Science Masters,Rejected,F15,International,3.85,169.0
University of California,Computer Science Masters,Rejected,F16,International,3.9,170.0
University of Toronto,Computer Science Masters,Rejected,F16,International,3.64,167.0
Stanford University,Computer Science Masters,Rejected,F15,American,3.85,163.0
Stanford University,Computer Science Masters,Rejected,F17,International,3.7,170.0
University of California (UCLA),Computer Science Masters,Rejected,F19,International,3.95,165.0
Carnegie Mellon University,Computer Science Masters,Rejected,F17,International,3.83,165.0
"University of California, Irvine",Computer Science Masters,Rejected,F15,International,3.8,164.0
University of Florida,Computer Science Masters,Rejected,S16,International,3.5,167.0
Rutgers University,Computer Science Masters,Rejected,F16,International,3.4,165.0
Cornell University,Computer Science MEng Masters,Rejected,F18,International,3.46,170.0
Park University,Computer Science Masters,Rejected,F19,International,3.4,166.0
ETH Zurich,Computer Science Masters,Rejected,F15,International,3.9,167.0
University of Illinois Urbana-Champaign,Computer Science Masters,Rejected,F15,International,3.84,168.0
Stanford University,Computer Science Masters,Rejected,F15,International,3.91,168.0
University of Virginia,Computer Science Masters,Rejected,F19,International,3.4,166.0
